arm	trace	repeat	concurrency	region_start	region_frames	region_stride	mix_target	mix_achieved	hit_resident	miss_resident	asks	wall_ns	throughput_fps	p50_ns	p90_ns	p99_ns	max_ns	hop_count	hop_events	hop_p50_ns	hop_p99_ns	gap_p99_ns	gap_max_ns	cpu_ns	cpu_per_ask_ns	threads_max	read_chunk	uring_depth	runtime
uring_pipelined	forward	4	1	15360	128	40	0.2500	0.2500	1.0000	0.0000	128	43795791	2922.7	209004	673423	1300517	1802508	32	64	338279	1531743	0	0	38948470	304284	5	65536	2	multi
uring_batched_stream	forward	4	1	20480	128	40	0.2500	0.2500	1.0000	0.0000	128	39760359	3219.3	215517	622938	687920	830862	32	62	423696	540040	0	0	36606328	285986	5	65536	2	multi
uring_tuned	forward	4	1	25600	128	40	0.2500	0.2500	1.0000	0.0000	128	38847145	3295.0	204508	605359	697574	758800	32	153	402804	506920	0	0	36290882	283522	5	65536	2	multi
uring_whole	forward	4	1	0	128	40	0.2500	0.2500	1.0000	0.0000	128	31517650	4061.2	187531	451530	535644	547873	32	32	272958	333437	0	0	28949918	226171	5	65536	2	multi
pread_nowait_chunked	forward	4	1	5120	128	40	0.2500	0.2500	1.0000	0.0000	128	51536464	2483.7	194712	1061943	1450626	1554191	32	64	684044	1228018	0	0	38911815	303998	6	65536	2	multi
pread_nowait	forward	4	1	10240	128	40	0.2500	0.2500	1.0000	0.0000	128	27261912	4695.2	139417	466466	594839	611898	32	32	333030	452557	0	0	22987206	179587	6	65536	2	multi
pread_blocking_pooled	forward	4	1	15360	128	40	0.2500	0.2500	1.0000	0.0000	128	40512450	3159.5	233988	532536	707238	827250	128	128	156692	588110	0	0	33019339	257963	6	65536	2	multi
uring_nowait_hybrid	forward	5	1	20480	128	40	0.2500	0.2500	1.0000	0.0000	128	61452578	2082.9	161889	1481650	1606420	1625205	32	191	1077503	1245891	0	0	35060812	273912	5	65536	2	multi
uring_pipelined	forward	5	1	25600	128	40	0.2500	0.2500	1.0000	0.0000	128	47233226	2710.0	221474	792816	1239201	1287078	32	64	410787	989339	0	0	41553600	324637	5	65536	2	multi
uring_batched_stream	forward	5	1	0	128	40	0.2500	0.2500	1.0000	0.0005	128	41584609	3078.1	181553	565391	1241255	5049552	32	63	379887	4861855	0	0	41410649	323520	5	65536	2	multi
uring_tuned	forward	5	1	5120	128	40	0.2500	0.2500	1.0000	0.0000	128	37215237	3439.5	188371	615978	740827	746179	32	156	445877	522101	0	0	33124932	258788	5	65536	2	multi
uring_whole	forward	5	1	10240	128	40	0.2500	0.2500	1.0000	0.0000	128	34104786	3753.1	186996	491667	704200	762002	32	32	286791	349539	0	0	31617475	247011	5	65536	2	multi
pread_nowait_chunked	forward	5	1	15360	128	40	0.2500	0.2500	1.0000	0.0000	128	59933814	2135.7	202960	1310374	1811086	1902470	32	64	832295	1503677	0	0	43174056	337297	6	65536	2	multi
pread_nowait	forward	5	1	20480	128	40	0.2500	0.2500	1.0000	0.0000	128	35058472	3651.0	192515	572689	713130	773876	32	32	420843	612505	0	0	30148468	235534	6	65536	2	multi
pread_blocking_pooled	forward	5	1	25600	128	40	0.2500	0.2500	1.0000	0.0000	128	44689740	2864.2	284019	539699	931500	1030631	128	128	160739	889845	0	0	37635119	294024	6	65536	2	multi
uring_nowait_hybrid	forward	6	1	0	128	40	0.2500	0.2500	1.0000	0.0000	128	73007018	1753.3	180352	1747583	1962059	2029830	32	191	1376259	1641436	0	0	37547350	293338	5	65536	2	multi
uring_pipelined	forward	6	1	5120	128	40	0.2500	0.2500	1.0000	0.0000	128	49501393	2585.8	211740	907687	1248138	1383321	32	64	572391	1025695	0	0	42235558	329965	5	65536	2	multi
uring_batched_stream	forward	6	1	10240	128	40	0.2500	0.2500	1.0000	0.0000	128	42692851	2998.2	213880	731035	866314	913669	32	64	514081	726888	0	0	36941514	288605	5	65536	2	multi
uring_tuned	forward	6	1	15360	128	40	0.2500	0.2500	1.0000	0.0000	128	41539481	3081.4	188184	755231	905821	956997	32	155	546287	710667	0	0	34602493	270331	5	65536	2	multi
uring_whole	forward	6	1	20480	128	40	0.2500	0.2500	1.0000	0.0000	128	38475883	3326.8	199570	618510	719218	801550	32	32	334753	429246	0	0	36207045	282867	5	65536	2	multi
pread_nowait_chunked	forward	6	1	25600	128	40	0.2500	0.2500	1.0000	0.0000	128	51142910	2502.8	159373	1173912	1470676	1549191	32	64	842113	1075250	0	0	36080717	281880	6	65536	2	multi
pread_nowait	forward	6	1	0	128	40	0.2500	0.2500	1.0000	0.0000	128	32761760	3907.0	153672	595337	721449	954708	32	32	424657	582308	0	0	26417062	206383	6	65536	2	multi
pread_blocking_pooled	forward	6	1	5120	128	40	0.2500	0.2500	1.0000	0.0000	128	44629809	2868.0	300570	603315	795135	864038	128	128	211584	637684	0	0	35936753	280755	6	65536	2	multi
uring_nowait_hybrid	forward	7	1	10240	128	40	0.2500	0.2500	1.0000	0.0000	128	73664721	1737.6	171450	1762827	2025835	2194596	32	191	1301825	1544290	0	0	41772485	326347	5	65536	2	multi
uring_pipelined	forward	7	1	15360	128	40	0.2500	0.2500	1.0000	0.0000	128	62384311	2051.8	293072	1152440	1428264	1428335	32	64	689584	1076822	0	0	51704557	403941	5	65536	2	multi
uring_batched_stream	forward	7	1	20480	128	40	0.2500	0.2500	1.0000	0.0000	128	41446032	3088.4	206786	681653	889043	1002957	32	64	440215	773579	0	0	38472459	300566	5	65536	2	multi
uring_tuned	forward	7	1	25600	128	40	0.2500	0.2500	1.0000	0.0000	128	47050778	2720.5	206733	844754	1147030	1148317	32	152	554691	855712	0	0	41959699	327810	5	65536	2	multi
uring_whole	forward	7	1	0	128	40	0.2500	0.2500	1.0000	0.0000	128	36478171	3508.9	208938	542341	608487	719493	32	32	333612	449035	0	0	33320259	260314	5	65536	2	multi
pread_nowait_chunked	forward	7	1	5120	128	40	0.2500	0.2500	1.0000	0.0000	128	55513249	2305.8	196628	1219459	1457067	1457469	32	64	863898	1113617	0	0	40318104	314985	6	65536	2	multi
pread_nowait	forward	7	1	10240	128	40	0.2500	0.2500	1.0000	0.0000	128	35198533	3636.5	155760	654021	769389	770306	32	32	465380	565566	0	0	30163106	235649	6	65536	2	multi
pread_blocking_pooled	forward	7	1	15360	128	40	0.2500	0.2500	1.0000	0.0000	128	40158680	3187.4	242002	575221	661869	686210	128	128	151800	604795	0	0	33504939	261757	6	65536	2	multi
