label	arm	prefetch	temp	shape	size	stride	depth	readers	repeat	pos	asks	p50_ns	p90_ns	p99_ns	cpu_ns_per_ask	wall_ns	asks_per_s	threads	gap_p99_ns	gap_max_ns	miss_pct	resident_pct	peak_named	peak_in_flight	rss_kib	rings_built	monitors	short_reads	reads_per_ask
m_uring_r3	pool	off	cold	stride	250000	500000	1	1	0	1	256	844720	1476601	1669486	240154	238983988	1071	10	0	0	99.6	0.000	0	0	272	0	0	0	0.00
m_uring_r3	hybrid_lazyring	off	cold	stride	250000	500000	1	1	0	2	256	948040	1115969	1229807	232010	243563450	1051	9	0	0	99.6	0.000	0	1	512	0	0	0	0.00
m_pool_r4	product	off	cold	stride	250000	500000	1	1	0	0	256	1627628	2074950	2492413	481299	428499549	597	10	0	0	99.6	0.000	1	1	320	0	0	0	1.01
m_pool_r4	pool	off	cold	stride	250000	500000	1	1	0	1	256	1064314	1424480	2295287	287144	288955312	886	10	0	0	99.6	0.000	0	0	260	0	0	0	0.00
m_pool_r4	hybrid_lazyring	off	cold	stride	250000	500000	1	1	0	2	256	1098911	1187971	1340159	281069	269712429	949	9	0	0	99.6	0.000	0	1	432	0	0	0	0.00
m_uring_r4	product	off	cold	stride	250000	500000	1	1	0	0	256	974562	1091654	1189962	215162	242873532	1054	9	0	0	100.0	0.000	1	1	220	1	0	0	1.00
m_uring_r4	pool	off	cold	stride	250000	500000	1	1	0	1	256	1045500	1157535	1328325	279737	256286216	999	10	0	0	99.6	0.000	0	0	264	0	0	0	0.00
m_uring_r4	hybrid_lazyring	off	cold	stride	250000	500000	1	1	0	2	256	994712	1635422	1789070	345587	299781458	854	9	0	0	99.6	0.000	0	1	260	0	0	0	0.00
m_auto_r4	product	off	cold	stride	250000	500000	1	1	0	0	256	1358267	2066823	4104510	285037	383568681	667	9	0	0	99.6	0.000	1	1	300	1	0	0	1.01
m_auto_r4	pool	off	cold	stride	250000	500000	1	1	0	1	256	1125783	1343149	1477227	239370	293100388	873	10	0	0	99.6	0.000	0	0	272	0	0	0	0.00
m_auto_r4	hybrid_lazyring	off	cold	stride	250000	500000	1	1	0	2	256	815031	967390	2686721	159121	229607438	1115	9	0	0	99.6	0.000	0	1	512	0	0	0	0.00
m_uring_r5	product	off	cold	stride	250000	500000	1	1	0	0	256	803435	917369	1017333	148654	206552098	1239	9	0	0	100.0	0.000	1	1	312	1	0	0	1.00
m_uring_r5	pool	off	cold	stride	250000	500000	1	1	0	1	256	910062	1227912	1358967	251384	242481711	1056	10	0	0	99.6	0.000	0	0	272	0	0	0	0.00
m_uring_r5	hybrid_lazyring	off	cold	stride	250000	500000	1	1	0	2	256	851928	992646	1091210	176458	221771995	1154	9	0	0	99.6	0.000	0	1	248	0	0	0	0.00
m_auto_r5	product	off	cold	stride	250000	500000	1	1	0	0	256	1560622	2162652	2574291	427477	427290646	599	9	0	0	99.6	0.000	1	1	236	1	0	0	1.01
m_auto_r5	pool	off	cold	stride	250000	500000	1	1	0	1	256	791841	896622	993942	142181	201565224	1270	10	0	0	99.6	0.000	0	0	268	0	0	0	0.00
